frequency_hz,bridge_voltage_peak_v
16349.9999999836,0.0595307242797697
16366.6666666503,0
16383.3333333169,0
16399.9999999836,0
16416.6666666502,0
16433.3333333169,0
16449.9999999835,0.0541497175774397
16466.6666666502,0
16483.3333333168,0
16499.9999999835,0
16516.6666666501,0
16533.3333333168,0
16549.9999999834,0.0381763937227062
16566.6666666501,0
16583.3333333167,0
16599.9999999834,0
16616.66666665,0
16633.3333333167,0
16649.9999999833,0.0495554637345448
16666.66666665,0
16683.3333333166,0
16699.9999999833,0
16716.6666666499,0
16733.3333333166,0
16749.9999999832,0.0612502590814544
16766.6666666499,0
16783.3333333166,0
16799.9999999832,0
16816.6666666498,0
16833.3333333165,0
16849.9999999831,0.00843149947800093
16866.6666666498,0
16883.3333333164,0
16899.9999999831,0
16916.6666666497,0
16933.3333333164,0
16949.999999983,0.0638511299146424
16966.6666666497,0
16983.3333333163,0
16999.999999983,0
17016.6666666496,0
17033.3333333163,0
17049.9999999829,0.014508292285721
17066.6666666496,0
17083.3333333162,0
17099.9999999829,0
17116.6666666495,0
17133.3333333162,0
17149.9999999828,0.0404293507224454
17166.6666666495,0
17183.3333333161,0
17199.9999999828,0
17216.6666666494,0
17233.3333333161,0
17249.9999999827,0.0157839719480332
17266.6666666494,0
17283.333333316,0
17299.9999999827,0
17316.6666666493,0
17333.333333316,0
17349.9999999826,0.0224337723686273
17366.6666666493,0
17383.3333333159,0
17399.9999999826,0
17416.6666666492,0
17433.3333333159,0
17449.9999999825,0.028796634488479
17466.6666666492,0
17483.3333333158,0
17499.9999999825,0
17516.6666666491,0
17533.3333333158,0
17549.9999999824,0.00275452537429656
17566.6666666491,0
17583.3333333157,0
17599.9999999824,0
17616.666666649,0
17633.3333333157,0
17649.9999999823,0.0507061559397417
17666.666666649,0
17683.3333333156,0
17699.9999999823,0
17716.6666666489,0
17733.3333333156,0
17749.9999999822,0.0207587258991678
17766.6666666489,0
17783.3333333155,0
17799.9999999822,0
17816.6666666488,0
17833.3333333155,0
17849.9999999821,0.0342666637437577
17866.6666666488,0
17883.3333333154,0
17899.9999999821,0
17916.6666666488,0
17933.3333333154,0
17949.999999982,0.0464320883160893
17966.6666666487,0
17983.3333333153,0
17999.999999982,0
18016.6666666486,0
18033.3333333153,0
18049.9999999819,0.0236282944912747
18066.6666666486,0
18083.3333333152,0
18099.9999999819,0
18116.6666666485,0
18133.3333333152,0
18149.9999999819,0.0202541803843331
18166.6666666485,0
18183.3333333151,0
18199.9999999818,0
18216.6666666484,0
18233.3333333151,0
18249.9999999817,0.059463792728333
18266.6666666484,0
18283.333333315,0
18299.9999999817,0
18316.6666666483,0
18333.333333315,0
18349.9999999816,0.0444747237415208
18366.6666666483,0
18383.3333333149,0
18399.9999999816,0
18416.6666666482,0
18433.3333333149,0
18449.9999999815,0.0380730313995113
18466.6666666482,0
18483.3333333148,0
18499.9999999815,0
18516.6666666482,0
18533.3333333148,0
18549.9999999814,0.0839110489026522
18566.6666666481,0
18583.3333333147,0
18599.9999999814,0
18616.666666648,0
18633.3333333147,0
18649.9999999813,0.043504169165623
18666.666666648,0
18683.3333333146,0
18699.9999999813,0
18716.6666666479,0
18733.3333333146,0
18749.9999999812,0.018855404369894
18766.6666666479,0
18783.3333333145,0
18799.9999999812,0
18816.6666666478,0
18833.3333333145,0
18849.9999999811,0.0132980766588621
18866.6666666478,0
18883.3333333144,0
18899.9999999811,0
18916.6666666477,0
18933.3333333144,0
18949.999999981,0.0508480322458775
18966.6666666477,0
18983.3333333143,0
18999.999999981,0
19016.6666666476,0
19033.3333333143,0
19049.9999999809,0.01365601887457
19066.6666666476,0
19083.3333333142,0
19099.9999999809,0
19116.6666666476,0
19133.3333333142,0
19149.9999999808,0.0418579785328488
19166.6666666475,0
19183.3333333141,0
19199.9999999808,0
19216.6666666474,0
19233.3333333141,0
19249.9999999807,0.0024385076755205
19266.6666666474,0
19283.3333333141,0
19299.9999999807,0
19316.6666666473,0
19333.333333314,0
19349.9999999806,0.0210513269272021
19366.6666666473,0
19383.3333333139,0
19399.9999999806,0
19416.6666666472,0
19433.3333333139,0
19449.9999999805,0.0125491553994206
19466.6666666472,0
19483.3333333138,0
19499.9999999805,0
19516.6666666471,0
19533.3333333138,0
19549.9999999804,0.0094401647467949
19566.6666666471,0
19583.3333333137,0
19599.9999999804,0
19616.666666647,0
19633.3333333137,0
19649.9999999803,0.0634239761353935
19666.666666647,0
19683.3333333136,0
19699.9999999803,0
19716.666666647,0
19733.3333333136,0
19749.9999999802,0.0439751742369895
19766.6666666469,0
19783.3333333135,0
19799.9999999802,0
19816.6666666468,0
19833.3333333135,0
19849.9999999801,0.000850279789790063
19866.6666666468,0
19883.3333333135,0
19899.9999999801,0
19916.6666666467,0
19933.3333333134,0
19949.99999998,0.0805260299022157
19966.6666666467,0
19983.3333333133,0
19999.99999998,0
20016.6666666466,0
20033.3333333133,0
20049.9999999799,0.0336877179133733
20066.6666666466,0
20083.3333333132,0
20099.9999999799,0
20116.6666666465,0
20133.3333333132,0
20149.9999999798,0.0627037949546889
20166.6666666465,0
20183.3333333131,0
20199.9999999798,0
20216.6666666464,0
20233.3333333131,0
20249.9999999797,0.0205418537833413
20266.6666666464,0
20283.333333313,0
20299.9999999797,0
20316.6666666463,0
20333.333333313,0
20349.9999999796,0.0225233558784077
20366.6666666463,0
20383.3333333129,0
20399.9999999796,0
20416.6666666462,0
20433.3333333129,0
20449.9999999795,0.040851422187634
20466.6666666462,0
20483.3333333129,0
20499.9999999795,0
20516.6666666461,0
20533.3333333128,0
20549.9999999794,0.0216420803532504
20566.6666666461,0
20583.3333333127,0
20599.9999999794,0
20616.666666646,0
20633.3333333127,0
20649.9999999793,0.0199638448259385
20666.666666646,0
20683.3333333126,0
20699.9999999793,0
20716.6666666459,0
20733.3333333126,0
20749.9999999792,0.0187260426695808
20766.6666666459,0
20783.3333333125,0
20799.9999999792,0
20816.6666666458,0
20833.3333333125,0
20849.9999999791,0.014702655298184
20866.6666666458,0
20883.3333333124,0
20899.9999999791,0
20916.6666666457,0
20933.3333333124,0
20949.999999979,0.0310984938224713
20966.6666666457,0
20983.3333333123,0
20999.999999979,0
21016.6666666456,0
21033.3333333123,0
21049.9999999789,0.00129611838486245
21066.6666666456,0
21083.3333333123,0
21099.9999999789,0
21116.6666666455,0
21133.3333333122,0
