time_s,v_ref_v,v_out_filtered_v,i_load_a
0.000000,0.000,-2.039,-1.225
0.000010,0.128,-1.911,-1.148
0.000020,0.256,-1.783,-1.071
0.000030,0.385,-1.655,-0.994
0.000040,0.513,-1.527,-0.917
0.000050,0.641,-1.399,-0.840
0.000060,0.769,-1.271,-0.763
0.000070,0.897,-1.143,-0.686
0.000080,1.025,-1.014,-0.609
0.000090,1.153,-0.886,-0.532
0.000100,1.282,-0.758,-0.455
0.000110,1.410,-0.630,-0.378
0.000120,1.538,-0.502,-0.301
0.000130,1.666,-0.374,-0.224
0.000140,1.794,-0.246,-0.147
0.000150,1.922,-0.117,-0.070
0.000160,2.050,0.011,0.007
0.000170,2.178,0.139,0.084
0.000180,2.306,0.267,0.161
0.000190,2.434,0.395,0.238
0.000200,2.562,0.524,0.314
0.000210,2.690,0.652,0.391
0.000220,2.818,0.780,0.468
0.000230,2.946,0.908,0.545
0.000240,3.073,1.036,0.622
0.000250,3.201,1.164,0.699
0.000260,3.329,1.292,0.776
0.000270,3.457,1.420,0.853
0.000280,3.584,1.549,0.930
0.000290,3.712,1.677,1.007
0.000300,3.840,1.805,1.084
0.000310,3.967,1.933,1.161
0.000320,4.095,2.061,1.238
0.000330,4.222,2.189,1.315
0.000340,4.350,2.317,1.392
0.000350,4.477,2.445,1.469
0.000360,4.605,2.573,1.545
0.000370,4.732,2.701,1.622
0.000380,4.859,2.828,1.699
0.000390,4.986,2.956,1.776
0.000400,5.114,3.084,1.853
0.000410,5.241,3.212,1.930
0.000420,5.368,3.340,2.006
0.000430,5.495,3.467,2.083
0.000440,5.622,3.595,2.160
0.000450,5.749,3.723,2.236
0.000460,5.876,3.850,2.313
0.000470,6.002,3.978,2.390
0.000480,6.129,4.106,2.466
0.000490,6.256,4.233,2.543
0.000500,6.383,4.361,2.619
0.000510,6.509,4.488,2.696
0.000520,6.636,4.615,2.773
0.000530,6.762,4.743,2.849
0.000540,6.888,4.870,2.926
0.000550,7.015,4.997,3.002
0.000560,7.141,5.124,3.078
0.000570,7.267,5.251,3.155
0.000580,7.393,5.379,3.231
0.000590,7.519,5.506,3.307
0.000600,7.645,5.633,3.384
0.000610,7.771,5.759,3.460
0.000620,7.897,5.886,3.536
0.000630,8.023,6.013,3.612
0.000640,8.148,6.140,3.688
0.000650,8.274,6.267,3.765
0.000660,8.399,6.393,3.841
0.000670,8.525,6.520,3.917
0.000680,8.650,6.646,3.993
0.000690,8.775,6.773,4.069
0.000700,8.900,6.899,4.144
0.000710,9.025,7.025,4.220
0.000720,9.150,7.152,4.296
0.000730,9.275,7.278,4.372
0.000740,9.400,7.404,4.448
0.000750,9.525,7.530,4.523
0.000760,9.649,7.656,4.599
0.000770,9.774,7.782,4.675
0.000780,9.898,7.907,4.750
0.000790,10.022,8.033,4.826
0.000800,10.147,8.159,4.901
0.000810,10.271,8.284,4.977
0.000820,10.395,8.410,5.052
0.000830,10.519,8.535,5.127
0.000840,10.642,8.660,5.203
0.000850,10.766,8.786,5.278
0.000860,10.890,8.911,5.353
0.000870,11.013,9.036,5.428
0.000880,11.136,9.161,5.503
0.000890,11.260,9.286,5.578
0.000900,11.383,9.410,5.653
0.000910,11.506,9.535,5.728
0.000920,11.629,9.660,5.803
0.000930,11.752,9.784,5.878
0.000940,11.874,9.909,5.952
0.000950,11.997,10.033,6.027
0.000960,12.119,10.157,6.102
0.000970,12.242,10.281,6.176
0.000980,12.364,10.405,6.251
0.000990,12.486,10.529,6.325
0.001000,12.608,10.653,6.399
0.001010,12.730,10.776,6.474
0.001020,12.851,10.900,6.548
0.001030,12.973,11.024,6.622
0.001040,13.094,11.147,6.696
0.001050,13.216,11.270,6.770
0.001060,13.337,11.393,6.844
0.001070,13.458,11.516,6.918
0.001080,13.579,11.639,6.992
0.001090,13.700,11.762,7.066
0.001100,13.821,11.885,7.139
0.001110,13.941,12.007,7.213
0.001120,14.061,12.130,7.287
0.001130,14.182,12.252,7.360
0.001140,14.302,12.374,7.434
0.001150,14.422,12.496,7.507
0.001160,14.542,12.618,7.580
0.001170,14.661,12.740,7.653
0.001180,14.781,12.862,7.726
0.001190,14.900,12.983,7.799
0.001200,15.019,13.105,7.872
0.001210,15.139,13.226,7.945
0.001220,15.258,13.347,8.018
0.001230,15.376,13.468,8.091
0.001240,15.495,13.589,8.163
0.001250,15.613,13.710,8.236
0.001260,15.732,13.831,8.309
0.001270,15.850,13.951,8.381
0.001280,15.968,14.072,8.453
0.001290,16.086,14.192,8.525
0.001300,16.204,14.312,8.598
0.001310,16.321,14.432,8.670
0.001320,16.439,14.552,8.742
0.001330,16.556,14.671,8.814
0.001340,16.673,14.791,8.885
0.001350,16.790,14.910,8.957
0.001360,16.907,15.030,9.029
0.001370,17.023,15.149,9.100
0.001380,17.139,15.268,9.172
0.001390,17.256,15.386,9.243
0.001400,17.372,15.505,9.314
0.001410,17.488,15.623,9.386
0.001420,17.603,15.742,9.457
0.001430,17.719,15.860,9.528
0.001440,17.834,15.978,9.598
0.001450,17.950,16.096,9.669
0.001460,18.065,16.214,9.740
0.001470,18.179,16.331,9.811
0.001480,18.294,16.448,9.881
0.001490,18.409,16.566,9.952
0.001500,18.523,16.683,10.022
0.001510,18.637,16.800,10.092
0.001520,18.751,16.916,10.162
0.001530,18.865,17.033,10.232
0.001540,18.978,17.149,10.302
0.001550,19.092,17.266,10.372
0.001560,19.205,17.382,10.442
0.001570,19.318,17.497,10.511
0.001580,19.431,17.613,10.581
0.001590,19.543,17.729,10.650
0.001600,19.656,17.844,10.719
0.001610,19.768,17.959,10.789
0.001620,19.880,18.074,10.858
0.001630,19.992,18.189,10.927
0.001640,20.103,18.304,10.996
0.001650,20.215,18.418,11.064
0.001660,20.326,18.532,11.133
0.001670,20.437,18.647,11.202
0.001680,20.548,18.760,11.270
0.001690,20.658,18.874,11.338
0.001700,20.769,18.988,11.407
0.001710,20.879,19.101,11.475
0.001720,20.989,19.214,11.543
0.001730,21.099,19.327,11.610
0.001740,21.209,19.440,11.678
0.001750,21.318,19.553,11.746
0.001760,21.427,19.665,11.813
0.001770,21.536,19.777,11.881
0.001780,21.645,19.889,11.948
0.001790,21.753,20.001,12.015
0.001800,21.862,20.113,12.082
0.001810,21.970,20.224,12.149
0.001820,22.078,20.335,12.216
0.001830,22.185,20.446,12.283
0.001840,22.293,20.557,12.349
0.001850,22.400,20.668,12.416
0.001860,22.507,20.778,12.482
0.001870,22.614,20.888,12.548
0.001880,22.721,20.998,12.614
0.001890,22.827,21.108,12.680
0.001900,22.933,21.218,12.746
0.001910,23.039,21.327,12.812
0.001920,23.145,21.436,12.877
0.001930,23.250,21.545,12.943
0.001940,23.355,21.654,13.008
0.001950,23.460,21.763,13.073
0.001960,23.565,21.871,13.139
0.001970,23.669,21.979,13.203
0.001980,23.774,22.087,13.268
0.001990,23.878,22.195,13.333
0.002000,23.982,22.302,13.397
0.002010,24.085,22.409,13.462
0.002020,24.189,22.516,13.526
0.002030,24.292,22.623,13.590
0.002040,24.395,22.730,13.654
0.002050,24.497,22.836,13.718
0.002060,24.600,22.942,13.782
0.002070,24.702,23.048,13.846
0.002080,24.804,23.153,13.909
0.002090,24.905,23.259,13.972
0.002100,25.007,23.364,14.036
0.002110,25.108,23.469,14.099
0.002120,25.209,23.574,14.162
0.002130,25.309,23.678,14.224
0.002140,25.410,23.783,14.287
0.002150,25.510,23.887,14.349
0.002160,25.610,23.990,14.412
0.002170,25.709,24.094,14.474
0.002180,25.809,24.197,14.536
0.002190,25.908,24.300,14.598
0.002200,26.007,24.403,14.660
0.002210,26.106,24.506,14.721
0.002220,26.204,24.608,14.783
0.002230,26.302,24.710,14.844
0.002240,26.400,24.812,14.905
0.002250,26.497,24.914,14.966
0.002260,26.595,25.015,15.027
0.002270,26.692,25.116,15.088
0.002280,26.789,25.217,15.149
0.002290,26.885,25.318,15.209
0.002300,26.982,25.418,15.269
0.002310,27.078,25.518,15.330
0.002320,27.173,25.618,15.390
0.002330,27.269,25.718,15.450
0.002340,27.364,25.817,15.509
0.002350,27.459,25.916,15.569
0.002360,27.554,26.015,15.628
0.002370,27.648,26.114,15.687
0.002380,27.742,26.212,15.746
0.002390,27.836,26.310,15.805
0.002400,27.930,26.408,15.864
0.002410,28.023,26.506,15.923
0.002420,28.116,26.603,15.981
0.002430,28.209,26.700,16.040
0.002440,28.301,26.797,16.098
0.002450,28.393,26.893,16.156
0.002460,28.485,26.990,16.214
0.002470,28.577,27.086,16.271
0.002480,28.668,27.181,16.329
0.002490,28.759,27.277,16.386
0.002500,28.850,27.372,16.443
0.002510,28.940,27.467,16.500
0.002520,29.031,27.562,16.557
0.002530,29.121,27.656,16.614
0.002540,29.210,27.750,16.670
0.002550,29.300,27.844,16.727
0.002560,29.389,27.937,16.783
0.002570,29.477,28.031,16.839
0.002580,29.566,28.124,16.895
0.002590,29.654,28.216,16.950
0.002600,29.742,28.309,17.006
0.002610,29.830,28.401,17.061
0.002620,29.917,28.493,17.117
0.002630,30.004,28.585,17.172
0.002640,30.091,28.676,17.226
0.002650,30.177,28.767,17.281
0.002660,30.263,28.858,17.336
0.002670,30.349,28.948,17.390
0.002680,30.434,29.038,17.444
0.002690,30.520,29.128,17.498
0.002700,30.605,29.218,17.552
0.002710,30.689,29.307,17.606
0.002720,30.773,29.396,17.659
0.002730,30.857,29.485,17.712
0.002740,30.941,29.573,17.766
0.002750,31.025,29.661,17.819
0.002760,31.108,29.749,17.871
0.002770,31.190,29.837,17.924
0.002780,31.273,29.924,17.976
0.002790,31.355,30.011,18.029
0.002800,31.437,30.098,18.081
0.002810,31.518,30.184,18.133
0.002820,31.600,30.270,18.184
0.002830,31.681,30.356,18.236
0.002840,31.761,30.442,18.287
0.002850,31.842,30.527,18.338
0.002860,31.922,30.612,18.389
0.002870,32.001,30.696,18.440
0.002880,32.081,30.781,18.491
0.002890,32.160,30.865,18.541
0.002900,32.238,30.948,18.592
0.002910,32.317,31.032,18.642
0.002920,32.395,31.115,18.692
0.002930,32.473,31.197,18.741
0.002940,32.550,31.280,18.791
0.002950,32.627,31.362,18.840
0.002960,32.704,31.444,18.889
0.002970,32.780,31.525,18.938
0.002980,32.857,31.607,18.987
0.002990,32.932,31.687,19.036
0.003000,33.008,31.768,19.084
0.003010,33.083,31.848,19.132
0.003020,33.158,31.928,19.180
0.003030,33.232,32.008,19.228
0.003040,33.307,32.087,19.276
0.003050,33.381,32.166,19.323
0.003060,33.454,32.245,19.371
0.003070,33.527,32.323,19.418
0.003080,33.600,32.401,19.465
0.003090,33.673,32.479,19.511
0.003100,33.745,32.557,19.558
0.003110,33.817,32.634,19.604
0.003120,33.888,32.710,19.650
0.003130,33.960,32.787,19.696
0.003140,34.030,32.863,19.742
0.003150,34.101,32.939,19.787
0.003160,34.171,33.014,19.833
0.003170,34.241,33.089,19.878
0.003180,34.311,33.164,19.923
0.003190,34.380,33.239,19.968
0.003200,34.449,33.313,20.012
0.003210,34.517,33.387,20.056
0.003220,34.585,33.460,20.101
0.003230,34.653,33.533,20.145
0.003240,34.721,33.606,20.188
0.003250,34.788,33.679,20.232
0.003260,34.855,33.751,20.275
0.003270,34.921,33.823,20.318
0.003280,34.987,33.894,20.361
0.003290,35.053,33.966,20.404
0.003300,35.118,34.036,20.447
0.003310,35.183,34.107,20.489
0.003320,35.248,34.177,20.531
0.003330,35.312,34.247,20.573
0.003340,35.376,34.316,20.615
0.003350,35.440,34.386,20.656
0.003360,35.503,34.454,20.698
0.003370,35.566,34.523,20.739
0.003380,35.629,34.591,20.780
0.003390,35.691,34.659,20.821
0.003400,35.753,34.726,20.861
0.003410,35.815,34.793,20.901
0.003420,35.876,34.860,20.942
0.003430,35.937,34.927,20.981
0.003440,35.997,34.993,21.021
0.003450,36.058,35.058,21.061
0.003460,36.117,35.124,21.100
0.003470,36.177,35.189,21.139
0.003480,36.236,35.254,21.178
0.003490,36.295,35.318,21.217
0.003500,36.353,35.382,21.255
0.003510,36.411,35.446,21.293
0.003520,36.469,35.509,21.331
0.003530,36.526,35.572,21.369
0.003540,36.583,35.634,21.407
0.003550,36.640,35.697,21.444
0.003560,36.696,35.759,21.481
0.003570,36.752,35.820,21.518
0.003580,36.807,35.881,21.555
0.003590,36.862,35.942,21.592
0.003600,36.917,36.003,21.628
0.003610,36.971,36.063,21.664
0.003620,37.025,36.122,21.700
0.003630,37.079,36.182,21.736
0.003640,37.132,36.241,21.771
0.003650,37.185,36.300,21.806
0.003660,37.238,36.358,21.841
0.003670,37.290,36.416,21.876
0.003680,37.342,36.474,21.911
0.003690,37.393,36.531,21.945
0.003700,37.444,36.588,21.979
0.003710,37.495,36.644,22.013
0.003720,37.545,36.700,22.047
0.003730,37.595,36.756,22.081
0.003740,37.645,36.812,22.114
0.003750,37.694,36.867,22.147
0.003760,37.743,36.922,22.180
0.003770,37.792,36.976,22.213
0.003780,37.840,37.030,22.245
0.003790,37.888,37.084,22.277
0.003800,37.935,37.137,22.309
0.003810,37.982,37.190,22.341
0.003820,38.029,37.242,22.373
0.003830,38.075,37.294,22.404
0.003840,38.121,37.346,22.435
0.003850,38.166,37.398,22.466
0.003860,38.211,37.449,22.497
0.003870,38.256,37.499,22.527
0.003880,38.300,37.550,22.557
0.003890,38.344,37.600,22.587
0.003900,38.388,37.649,22.617
0.003910,38.431,37.698,22.647
0.003920,38.474,37.747,22.676
0.003930,38.516,37.796,22.705
0.003940,38.559,37.844,22.734
0.003950,38.600,37.892,22.763
0.003960,38.642,37.939,22.791
0.003970,38.683,37.986,22.819
0.003980,38.723,38.032,22.847
0.003990,38.763,38.079,22.875
0.004000,38.803,38.124,22.903
0.004010,38.843,38.170,22.930
0.004020,38.882,38.215,22.957
0.004030,38.920,38.260,22.984
0.004040,38.958,38.304,23.010
0.004050,38.996,38.348,23.037
0.004060,39.034,38.392,23.063
0.004070,39.071,38.435,23.089
0.004080,39.108,38.478,23.115
0.004090,39.144,38.520,23.140
0.004100,39.180,38.562,23.165
0.004110,39.216,38.604,23.190
0.004120,39.251,38.645,23.215
0.004130,39.286,38.686,23.240
0.004140,39.320,38.727,23.264
0.004150,39.354,38.767,23.288
0.004160,39.388,38.806,23.312
0.004170,39.421,38.846,23.336
0.004180,39.454,38.885,23.359
0.004190,39.486,38.923,23.383
0.004200,39.518,38.962,23.405
0.004210,39.550,39.000,23.428
0.004220,39.581,39.037,23.451
0.004230,39.612,39.074,23.473
0.004240,39.643,39.111,23.495
0.004250,39.673,39.147,23.517
0.004260,39.702,39.183,23.538
0.004270,39.732,39.219,23.560
0.004280,39.761,39.254,23.581
0.004290,39.789,39.288,23.602
0.004300,39.817,39.323,23.622
0.004310,39.845,39.357,23.643
0.004320,39.873,39.390,23.663
0.004330,39.900,39.424,23.683
0.004340,39.926,39.456,23.703
0.004350,39.952,39.489,23.722
0.004360,39.978,39.521,23.741
0.004370,40.003,39.553,23.760
0.004380,40.028,39.584,23.779
0.004390,40.053,39.615,23.798
0.004400,40.077,39.645,23.816
0.004410,40.101,39.675,23.834
0.004420,40.125,39.705,23.852
0.004430,40.148,39.734,23.870
0.004440,40.170,39.763,23.887
0.004450,40.192,39.792,23.904
0.004460,40.214,39.820,23.921
0.004470,40.236,39.847,23.938
0.004480,40.257,39.875,23.954
0.004490,40.277,39.902,23.970
0.004500,40.298,39.928,23.986
0.004510,40.318,39.954,24.002
0.004520,40.337,39.980,24.017
0.004530,40.356,40.006,24.033
0.004540,40.375,40.031,24.048
0.004550,40.393,40.055,24.062
0.004560,40.411,40.079,24.077
0.004570,40.428,40.103,24.091
0.004580,40.445,40.127,24.105
0.004590,40.462,40.150,24.119
0.004600,40.478,40.172,24.133
0.004610,40.494,40.194,24.146
0.004620,40.510,40.216,24.159
0.004630,40.525,40.238,24.172
0.004640,40.539,40.259,24.185
0.004650,40.554,40.279,24.197
0.004660,40.567,40.299,24.209
0.004670,40.581,40.319,24.221
0.004680,40.594,40.339,24.233
0.004690,40.607,40.358,24.244
0.004700,40.619,40.376,24.255
0.004710,40.631,40.394,24.266
0.004720,40.642,40.412,24.277
0.004730,40.653,40.430,24.287
0.004740,40.664,40.447,24.298
0.004750,40.674,40.463,24.308
0.004760,40.684,40.480,24.317
0.004770,40.694,40.495,24.327
0.004780,40.703,40.511,24.336
0.004790,40.711,40.526,24.345
0.004800,40.719,40.541,24.354
0.004810,40.727,40.555,24.363
0.004820,40.735,40.569,24.371
0.004830,40.742,40.582,24.379
0.004840,40.748,40.595,24.387
0.004850,40.755,40.608,24.394
0.004860,40.761,40.620,24.402
0.004870,40.766,40.632,24.409
0.004880,40.771,40.643,24.416
0.004890,40.776,40.654,24.422
0.004900,40.780,40.665,24.429
0.004910,40.784,40.675,24.435
0.004920,40.787,40.685,24.441
0.004930,40.790,40.694,24.446
0.004940,40.793,40.703,24.452
0.004950,40.795,40.712,24.457
0.004960,40.797,40.720,24.462
0.004970,40.798,40.728,24.467
0.004980,40.799,40.735,24.471
0.004990,40.800,40.742,24.475
0.005000,40.800,40.749,24.479
0.005010,40.800,40.755,24.483
0.005020,40.799,40.761,24.486
0.005030,40.798,40.766,24.490
0.005040,40.797,40.771,24.493
0.005050,40.795,40.776,24.495
0.005060,40.793,40.780,24.498
0.005070,40.790,40.784,24.500
0.005080,40.787,40.787,24.502
0.005090,40.784,40.790,24.504
0.005100,40.780,40.793,24.506
0.005110,40.776,40.795,24.507
0.005120,40.771,40.797,24.508
0.005130,40.766,40.798,24.509
0.005140,40.761,40.799,24.509
0.005150,40.755,40.800,24.510
0.005160,40.748,40.800,24.510
0.005170,40.742,40.800,24.510
0.005180,40.735,40.799,24.509
0.005190,40.727,40.798,24.509
0.005200,40.719,40.797,24.508
0.005210,40.711,40.795,24.507
0.005220,40.703,40.793,24.505
0.005230,40.694,40.790,24.504
0.005240,40.684,40.787,24.502
0.005250,40.674,40.783,24.500
0.005260,40.664,40.780,24.498
0.005270,40.653,40.775,24.495
0.005280,40.642,40.771,24.492
0.005290,40.631,40.766,24.489
0.005300,40.619,40.760,24.486
0.005310,40.607,40.754,24.482
0.005320,40.594,40.748,24.479
0.005330,40.581,40.741,24.475
0.005340,40.567,40.734,24.470
0.005350,40.554,40.727,24.466
0.005360,40.539,40.719,24.461
0.005370,40.525,40.711,24.456
0.005380,40.510,40.702,24.451
0.005390,40.494,40.693,24.445
0.005400,40.478,40.683,24.440
0.005410,40.462,40.673,24.434
0.005420,40.445,40.663,24.428
0.005430,40.428,40.652,24.421
0.005440,40.411,40.641,24.414
0.005450,40.393,40.630,24.408
0.005460,40.375,40.618,24.400
0.005470,40.356,40.606,24.393
0.005480,40.337,40.593,24.385
0.005490,40.318,40.580,24.378
0.005500,40.298,40.566,24.369
0.005510,40.277,40.552,24.361
0.005520,40.257,40.538,24.352
0.005530,40.236,40.523,24.344
0.005540,40.214,40.508,24.335
0.005550,40.192,40.493,24.325
0.005560,40.170,40.477,24.316
0.005570,40.148,40.461,24.306
0.005580,40.125,40.444,24.296
0.005590,40.101,40.427,24.286
0.005600,40.077,40.409,24.275
0.005610,40.053,40.391,24.264
0.005620,40.028,40.373,24.253
0.005630,40.003,40.354,24.242
0.005640,39.978,40.335,24.231
0.005650,39.952,40.316,24.219
0.005660,39.926,40.296,24.207
0.005670,39.900,40.276,24.195
0.005680,39.873,40.255,24.182
0.005690,39.845,40.234,24.170
0.005700,39.817,40.212,24.157
0.005710,39.789,40.191,24.144
0.005720,39.761,40.168,24.130
0.005730,39.732,40.146,24.117
0.005740,39.702,40.123,24.103
0.005750,39.673,40.099,24.089
0.005760,39.643,40.075,24.074
0.005770,39.612,40.051,24.060
0.005780,39.581,40.026,24.045
0.005790,39.550,40.001,24.030
0.005800,39.518,39.976,24.015
0.005810,39.486,39.950,23.999
0.005820,39.454,39.924,23.983
0.005830,39.421,39.897,23.967
0.005840,39.388,39.870,23.951
0.005850,39.354,39.843,23.935
0.005860,39.320,39.815,23.918
0.005870,39.286,39.787,23.901
0.005880,39.251,39.758,23.884
0.005890,39.216,39.729,23.867
0.005900,39.180,39.700,23.849
0.005910,39.144,39.670,23.831
0.005920,39.108,39.640,23.813
0.005930,39.071,39.609,23.795
0.005940,39.034,39.579,23.776
0.005950,38.996,39.547,23.757
0.005960,38.958,39.515,23.738
0.005970,38.920,39.483,23.719
0.005980,38.882,39.451,23.699
0.005990,38.843,39.418,23.680
0.006000,38.803,39.385,23.660
0.006010,38.763,39.351,23.639
0.006020,38.723,39.317,23.619
0.006030,38.683,39.283,23.598
0.006040,38.642,39.248,23.577
0.006050,38.600,39.213,23.556
0.006060,38.559,39.177,23.535
0.006070,38.516,39.141,23.513
0.006080,38.474,39.105,23.491
0.006090,38.431,39.068,23.469
0.006100,38.388,39.031,23.447
0.006110,38.344,38.993,23.424
0.006120,38.300,38.955,23.402
0.006130,38.256,38.917,23.379
0.006140,38.211,38.878,23.355
0.006150,38.166,38.839,23.332
0.006160,38.121,38.800,23.308
0.006170,38.075,38.760,23.284
0.006180,38.029,38.720,23.260
0.006190,37.982,38.679,23.236
0.006200,37.935,38.638,23.211
0.006210,37.888,38.597,23.186
0.006220,37.840,38.555,23.161
0.006230,37.792,38.513,23.136
0.006240,37.743,38.470,23.110
0.006250,37.694,38.428,23.085
0.006260,37.645,38.384,23.059
0.006270,37.595,38.341,23.032
0.006280,37.545,38.297,23.006
0.006290,37.495,38.252,22.979
0.006300,37.444,38.207,22.952
0.006310,37.393,38.162,22.925
0.006320,37.342,38.117,22.898
0.006330,37.290,38.071,22.870
0.006340,37.238,38.025,22.843
0.006350,37.185,37.978,22.814
0.006360,37.132,37.931,22.786
0.006370,37.079,37.883,22.758
0.006380,37.025,37.836,22.729
0.006390,36.971,37.788,22.700
0.006400,36.917,37.739,22.671
0.006410,36.862,37.690,22.642
0.006420,36.807,37.641,22.612
0.006430,36.752,37.591,22.582
0.006440,36.696,37.541,22.552
0.006450,36.640,37.491,22.522
0.006460,36.583,37.440,22.491
0.006470,36.526,37.389,22.461
0.006480,36.469,37.337,22.430
0.006490,36.411,37.286,22.399
0.006500,36.353,37.233,22.367
0.006510,36.295,37.181,22.336
0.006520,36.236,37.128,22.304
0.006530,36.177,37.075,22.272
0.006540,36.117,37.021,22.240
0.006550,36.058,36.967,22.207
0.006560,35.997,36.912,22.174
0.006570,35.937,36.858,22.141
0.006580,35.876,36.802,22.108
0.006590,35.815,36.747,22.075
0.006600,35.753,36.691,22.041
0.006610,35.691,36.635,22.008
0.006620,35.629,36.578,21.974
0.006630,35.566,36.521,21.939
0.006640,35.503,36.464,21.905
0.006650,35.440,36.406,21.870
0.006660,35.376,36.348,21.835
0.006670,35.312,36.290,21.800
0.006680,35.248,36.231,21.765
0.006690,35.183,36.172,21.730
0.006700,35.118,36.112,21.694
0.006710,35.053,36.053,21.658
0.006720,34.987,35.992,21.622
0.006730,34.921,35.932,21.585
0.006740,34.855,35.871,21.549
0.006750,34.788,35.810,21.512
0.006760,34.721,35.748,21.475
0.006770,34.653,35.686,21.438
0.006780,34.585,35.624,21.400
0.006790,34.517,35.561,21.363
0.006800,34.449,35.498,21.325
0.006810,34.380,35.435,21.287
0.006820,34.311,35.371,21.248
0.006830,34.241,35.307,21.210
0.006840,34.171,35.243,21.171
0.006850,34.101,35.178,21.132
0.006860,34.030,35.113,21.093
0.006870,33.960,35.047,21.054
0.006880,33.888,34.982,21.014
0.006890,33.817,34.915,20.975
0.006900,33.745,34.849,20.935
0.006910,33.673,34.782,20.895
0.006920,33.600,34.715,20.854
0.006930,33.527,34.647,20.814
0.006940,33.454,34.580,20.773
0.006950,33.381,34.511,20.732
0.006960,33.307,34.443,20.691
0.006970,33.232,34.374,20.649
0.006980,33.158,34.305,20.608
0.006990,33.083,34.235,20.566
0.007000,33.008,34.165,20.524
0.007010,32.932,34.095,20.482
0.007020,32.857,34.024,20.440
0.007030,32.780,33.954,20.397
0.007040,32.704,33.882,20.354
0.007050,32.627,33.811,20.311
0.007060,32.550,33.739,20.268
0.007070,32.473,33.667,20.225
0.007080,32.395,33.594,20.181
0.007090,32.317,33.521,20.137
0.007100,32.238,33.448,20.093
0.007110,32.160,33.374,20.049
0.007120,32.081,33.300,20.005
0.007130,32.001,33.226,19.960
0.007140,31.922,33.152,19.915
0.007150,31.842,33.077,19.870
0.007160,31.761,33.002,19.825
0.007170,31.681,32.926,19.780
0.007180,31.600,32.850,19.734
0.007190,31.518,32.774,19.688
0.007200,31.437,32.697,19.642
0.007210,31.355,32.621,19.596
0.007220,31.273,32.543,19.550
0.007230,31.190,32.466,19.503
0.007240,31.108,32.388,19.457
0.007250,31.025,32.310,19.410
0.007260,30.941,32.232,19.363
0.007270,30.857,32.153,19.315
0.007280,30.773,32.074,19.268
0.007290,30.689,31.994,19.220
0.007300,30.605,31.915,19.172
0.007310,30.520,31.835,19.124
0.007320,30.434,31.754,19.076
0.007330,30.349,31.674,19.027
0.007340,30.263,31.593,18.979
0.007350,30.177,31.512,18.930
0.007360,30.091,31.430,18.881
0.007370,30.004,31.348,18.832
0.007380,29.917,31.266,18.782
0.007390,29.830,31.183,18.733
0.007400,29.742,31.101,18.683
0.007410,29.654,31.018,18.633
0.007420,29.566,30.934,18.583
0.007430,29.477,30.850,18.533
0.007440,29.389,30.766,18.482
0.007450,29.300,30.682,18.432
0.007460,29.210,30.597,18.381
0.007470,29.121,30.512,18.330
0.007480,29.031,30.427,18.279
0.007490,28.940,30.342,18.227
0.007500,28.850,30.256,18.176
0.007510,28.759,30.170,18.124
0.007520,28.668,30.083,18.072
0.007530,28.577,29.996,18.020
0.007540,28.485,29.909,17.968
0.007550,28.393,29.822,17.915
0.007560,28.301,29.735,17.862
0.007570,28.209,29.647,17.810
0.007580,28.116,29.558,17.757
0.007590,28.023,29.470,17.703
0.007600,27.930,29.381,17.650
0.007610,27.836,29.292,17.597
0.007620,27.742,29.203,17.543
0.007630,27.648,29.113,17.489
0.007640,27.554,29.023,17.435
0.007650,27.459,28.933,17.381
0.007660,27.364,28.842,17.326
0.007670,27.269,28.751,17.272
0.007680,27.173,28.660,17.217
0.007690,27.078,28.569,17.162
0.007700,26.982,28.477,17.107
0.007710,26.885,28.385,17.052
0.007720,26.789,28.293,16.997
0.007730,26.692,28.201,16.941
0.007740,26.595,28.108,16.885
0.007750,26.497,28.015,16.829
0.007760,26.400,27.922,16.773
0.007770,26.302,27.828,16.717
0.007780,26.204,27.734,16.661
0.007790,26.106,27.640,16.604
0.007800,26.007,27.546,16.547
0.007810,25.908,27.451,16.491
0.007820,25.809,27.356,16.434
0.007830,25.709,27.261,16.376
0.007840,25.610,27.165,16.319
0.007850,25.510,27.069,16.261
0.007860,25.410,26.973,16.204
0.007870,25.309,26.877,16.146
0.007880,25.209,26.781,16.088
0.007890,25.108,26.684,16.030
0.007900,25.007,26.587,15.971
0.007910,24.905,26.489,15.913
0.007920,24.804,26.392,15.854
0.007930,24.702,26.294,15.795
0.007940,24.600,26.196,15.736
0.007950,24.497,26.097,15.677
0.007960,24.395,25.999,15.618
0.007970,24.292,25.900,15.559
0.007980,24.189,25.800,15.499
0.007990,24.085,25.701,15.439
0.008000,23.982,25.601,15.380
0.008010,23.878,25.501,15.319
0.008020,23.774,25.401,15.259
0.008030,23.669,25.301,15.199
0.008040,23.565,25.200,15.139
0.008050,23.460,25.099,15.078
0.008060,23.355,24.998,15.017
0.008070,23.250,24.897,14.956
0.008080,23.145,24.795,14.895
0.008090,23.039,24.693,14.834
0.008100,22.933,24.591,14.772
0.008110,22.827,24.488,14.711
0.008120,22.721,24.386,14.649
0.008130,22.614,24.283,14.588
0.008140,22.507,24.180,14.526
0.008150,22.400,24.076,14.463
0.008160,22.293,23.973,14.401
0.008170,22.185,23.869,14.339
0.008180,22.078,23.765,14.276
0.008190,21.970,23.661,14.214
